"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL394735";"";"None";"310.31";"0";"2.26";"38";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4ccon4)cc3c21";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"18.77";"0.35";"3.56";"5.82";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL247509";"";"None";"320.35";"0";"2.66";"36";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4ccncc4)cc3c21";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"19.10";"0.35";"3.46";"7.04";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL246891";"";"None";"257.29";"0";"1.97";"26";"CC(=O)Nc1ccc2[nH]c3c(c2c1)C(C)CNC3=O";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL246482";"";"None";"333.39";"0";"3.58";"43";"Cc1ccccc1NC(=O)c1ccc2[nH]c3c(c2c1)C(C)CNC3=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL1801089";"";"None";"457.53";"0";"3.17";"16J";"O=C1NCCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1805903";"Inhibition of MK2 in human THP-1 cells assessed as inhibition of anisomycin stimulated ser78-hsp27 phosphorylation after 10 mins by FACS analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800003";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307574";""
"CHEMBL1801313";"";"None";"343.39";"0";"4.04";"5A";"NCc1[nH]c2c(ccc3cnc(/C=C/c4ccccc4)cc32)c1C(=O)O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1805903";"Inhibition of MK2 in human THP-1 cells assessed as inhibition of anisomycin stimulated ser78-hsp27 phosphorylation after 10 mins by FACS analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800003";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307574";""
"CHEMBL247095";"";"None";"311.39";"0";"2.64";"31";"CC1CNC(=O)c2[nH]c3ccc(C(=O)N4CCCCC4)cc3c21";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL1801310";"";"None";"389.43";"0";"3.17";"28";"CN1CC2(CNC(=O)c3c2oc2c3CCc3cnc(-c4cccc(F)c4)cc3-2)C1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"14.08";"0.26";"2.31";"9.39";"0";"CHEMBL1805885";"Inhibition of human MK2 using biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL235157";"";"None";"334.38";"0";"3.43";"1";"COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL900112";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138235";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL319171";"";"None";"248.31";"0";"2.07";"9";"COc1ccc2sc3c(c2c1)NCCNC3=O";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"23.57";"0.47";"3.78";"11.62";"0";"CHEMBL1063346";"Inhibition of MK2 in human U937 cells assessed as blockade of LPS-stimulated TNFalpha production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308006";""
"CHEMBL539450";"";"None";"290.39";"0";"3.23";"12";"CCC[C@@H]1CNc2c(sc3ccc(OC)cc23)C(=O)N1";"IC50";"'='";"1520.0";"nM";"5.82";"";"";"UO_0000065";"20.04";"0.40";"2.59";"11.55";"0";"CHEMBL1063344";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL14249";"ADENOSINE TRIPHOSPHATE";"2.0";"507.18";"3";"-1.63";"ATP";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"10.95";"0.24";"7.18";"1.99";"0";"CHEMBL1071871";"Inhibition of human recombinant phospho-MK2 (36-400) by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153133";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL388978";"STAUROSPORINE";"None";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"12.37";"0.23";"1.42";"8.31";"0";"CHEMBL1071872";"Displacement of [8-3H]ATP from human recombinant MK2 (36-400) by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153133";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1087650";"";"None";"474.57";"0";"4.72";"25";"CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc(O)c4)c(-c4ccncc4)nn23)cc1";"IC50";"'='";"17100.0";"nM";"4.77";"";"";"UO_0000065";"10.04";"0.18";"0.05";"6.83";"0";"CHEMBL1115859";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154392";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL1801282";"";"None";"371.44";"0";"3.63";"14D";"COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NCC32CC2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"15.94";"0.29";"2.29";"8.84";"0";"CHEMBL1805887";"Inhibition of MK2 mediated anisomycin-stimulated hsp27 phosphorylation in human THP-1 cells by fluorometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307574";""
"CHEMBL226206";"";"None";"372.43";"0";"2.92";"32";"O=C(NC1CC1)c1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"21.01";"0.38";"4.90";"9.01";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL226471";"";"None";"307.33";"0";"3.17";"23";"O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21";"IC50";"'='";"126.0";"nM";"6.90";"";"";"UO_0000065";"22.45";"0.41";"3.73";"11.94";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL225973";"";"None";"290.33";"0";"2.42";"10";"O=C1NCCc2[nH]c(-c3ccnc(-c4ccncc4)c3)cc21";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"24.98";"0.45";"4.83";"10.26";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL226261";"";"None";"414.51";"0";"4.09";"34";"O=C(NC1CCCCC1)c1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"18.74";"0.34";"3.68";"8.94";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL226474";"";"None";"319.36";"0";"3.04";"29";"COc1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"22.73";"0.41";"4.22";"10.83";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL388619";"";"None";"305.34";"0";"2.74";"18";"O=C1NCCc2[nH]c(-c3ccnc(-c4cccc(O)c4)c3)cc21";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"24.90";"0.45";"4.86";"9.74";"0";"CHEMBL904788";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143661";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL1783713";"";"None";"413.55";"0";"3.34";"12g";"CC(C)(C)NC(=O)Nc1ccc(NC(=S)NCc2nc(C3CC3)cnc2N)cc1";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"17.12";"0.33";"3.74";"6.05";"0";"CHEMBL1786602";"Inhibition of MK2 using biotin-LCAYSRALSRQLSSGVSEIRH substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782048";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL272309";"";"None";"349.39";"0";"1.61";"25a";"NCC1CNC(=O)c2cc3ccc(C(=O)Nc4cccnc4)cc3n2C1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"21.57";"0.40";"5.93";"7.39";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL1801088";"";"None";"456.55";"0";"3.77";"16I";"O=C1NCCCc2[nH]c3c(ccc4cnc(-c5ccccc5OCCN5CCOCC5)cc43)c21";"IC50";"'='";"167.0";"nM";"6.78";"";"";"UO_0000065";"14.84";"0.27";"3.01";"8.53";"0";"CHEMBL1805901";"Inhibition of human MK2 using hsp27 peptide biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800003";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL397819";"";"None";"384.27";"0";"1.23";"2";"N#Cc1c(N)nc2c(c1N)Cc1cc(O)c(O)cc1O2.O=C(O)C(F)(F)F";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"20.73";"0.38";"4.37";"4.05";"0";"CHEMBL901788";"Inhibition of MK2 in human TERT immortalised HCA2 cells assessed as inhibition of anisomycin-induced HSP27 phosphorylation by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCA2";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL57481";"";"None";"145.16";"0";"1.94";"5-hydroxyisoquinoline";"Oc1cccc2cnccc12";"IC50";"'='";"85000.0";"nM";"4.07";"";"";"UO_0000065";"28.04";"0.51";"2.13";"12.29";"0";"CHEMBL1027395";"Inhibition of human recombinant MK2 expressed in Escherichia coli BL21(DE3) after 60 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140089";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL212968";"";"None";"372.35";"0";"4.77";"75";"CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869138";"Inhibition of MAPKAP-K2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145312";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL4564126";"TP-008";"None";"411.82";"0";"2.84";"18";"Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21";"IC50";"'>='";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4427709";"Inhibition of MAPKAPK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425174";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL258045";"";"None";"492.61";"0";"2.80";"30";"CN1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C3(CCC3)CNC5=O)n2)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"17.66";"0.34";"5.90";"8.03";"0";"CHEMBL949020";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143865";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL272148";"";"None";"383.48";"0";"2.46";"4i";"CC(C)NCC1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL255180";"";"None";"335.37";"0";"1.36";"(S)-4a";"NC[C@H]1Cn2c(cc3ccc(C(=O)Nc4cccnc4)cc32)C(=O)N1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"16.81";"0.31";"4.28";"5.53";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL1290746";"";"None";"420.40";"0";"3.39";"2j";"Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1292164";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287714";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL425834";"";"None";"557.86";"2";"5.56";"55";"CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896201";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148782";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL271190";"";"None";"547.65";"1";"2.35";"8";"COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL950981";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143164";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL214198";"";"None";"339.35";"0";"4.19";"79";"CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869138";"Inhibition of MAPKAP-K2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145312";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL2385550";"";"None";"587.63";"2";"7.04";"3d";"N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cncnc2)c2ccc(C4CCNCC4)cc2C3(F)F)cc1";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"13.70";"0.25";"1.01";"8.47";"0";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2385548";"";"None";"552.64";"2";"5.44";"2s";"N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cncnc2)c2ccc(N4CCNCC4)cc2C3)cc1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"15.78";"0.28";"3.28";"8.87";"0";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2385547";"";"None";"562.07";"2";"6.22";"2r";"O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cncnc1";"IC50";"'='";"5.7";"nM";"8.24";"";"";"UO_0000065";"14.67";"0.27";"2.02";"11.07";"1";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2385545";"";"None";"581.68";"2";"6.05";"2p";"COc1ncccc1-c1ccccc1CN1C(=O)c2oc(-c3ccc(C#N)cc3)cc2Cc2cc(N3CCNCC3)ccc21";"IC50";"'='";"8.4";"nM";"8.08";"";"";"UO_0000065";"13.88";"0.25";"2.03";"8.53";"0";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2385540";"";"None";"569.64";"2";"6.18";"2j";"N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cncc(F)c2)c2ccc(N4CCNCC4)cc2C3)cc1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"13.79";"0.25";"1.67";"9.20";"0";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL1938680";"";"None";"381.86";"0";"4.26";"1";"O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"13.77";"0.27";"1.00";"9.15";"1";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
